episode,path,player,side,won,opp_deck,player_winrate,player_games,my_deck,src
episode-91572564,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91572564-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-91598656,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91598656-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-91579149,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91579149-replay.json,Kilupy,1,1,mixed,0.6,0,Ogerpon,oger
episode-91574497,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91574497-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-91581973,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91581973-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-91580066,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91580066-replay.json,Kilupy,1,1,mixed,0.6,0,Ogerpon,oger
episode-91595877,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91595877-replay.json,Kilupy,1,1,mixed,0.6,0,Ogerpon,oger
episode-91596808,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91596808-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-91586536,/Users/nickzwart/Desktop/PTCG-AI-Challenge/oger/episode-91586536-replay.json,Kilupy,0,1,mixed,0.6,0,Ogerpon,oger
episode-89691424,/Users/nickzwart/Desktop/PTCG-AI-Challenge/V12_1/episode-89691424-replay.json,sukeke,0,1,mixed,0.6,0,Ogerpon,V12_1
90019504,/Users/nickzwart/Desktop/PTCG-AI-Challenge/LiamK_05082926/90019504.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,LiamK_05082926
90037162,/Users/nickzwart/Desktop/PTCG-AI-Challenge/LiamK_05082926/90037162.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,LiamK_05082926
90026935,/Users/nickzwart/Desktop/PTCG-AI-Challenge/LiamK_05082926/90026935.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,LiamK_05082926
90110911,/Users/nickzwart/Desktop/PTCG-AI-Challenge/LiamK_05082926/90110911.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,LiamK_05082926
88173006,/Users/nickzwart/Desktop/PTCG-AI-Challenge/Dominic Peel/88173006.json,zoroark190,1,1,mixed,0.6,0,Ogerpon,Dominic Peel
88692647,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88692647.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88705135,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88705135.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88876848,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88876848.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88673255,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88673255.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88683778,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88683778.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89058232,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89058232.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89054704,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89054704.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88688876,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88688876.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88741990,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88741990.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88879683,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88879683.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88882018,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88882018.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88799580,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88799580.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88958838,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88958838.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88673445,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88673445.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88862348,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88862348.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88683723,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88683723.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89010544,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89010544.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88687449,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88687449.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88885616,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88885616.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88679592,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88679592.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88933639,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88933639.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88669204,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88669204.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88940747,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88940747.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88867039,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88867039.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88876852,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88876852.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88701642,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88701642.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88888435,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88888435.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88856733,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88856733.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88803211,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88803211.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88812816,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88812816.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88864394,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88864394.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88739596,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88739596.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88967770,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88967770.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88687536,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88687536.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89046099,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89046099.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88669678,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88669678.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88864910,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88864910.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88901335,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88901335.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89088371,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89088371.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88868573,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88868573.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89033120,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89033120.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89039487,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89039487.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88879227,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88879227.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88801145,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88801145.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88864383,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88864383.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88863329,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88863329.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88773854,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88773854.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88973270,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88973270.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88686058,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88686058.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89047109,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89047109.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88695463,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88695463.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88862847,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88862847.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88886996,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88886996.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88893055,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88893055.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88755321,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88755321.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88865947,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88865947.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88672605,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88672605.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88727897,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88727897.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88690745,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88690745.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88767362,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88767362.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88684194,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88684194.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88797462,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88797462.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88989632,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88989632.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89060759,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89060759.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88958546,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88958546.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88672853,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88672853.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89049192,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89049192.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88686989,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88686989.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88870095,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88870095.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88750077,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88750077.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89037220,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89037220.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88873705,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88873705.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88861368,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88861368.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88873181,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88873181.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88686531,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88686531.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89038403,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89038403.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88871128,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88871128.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89045099,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89045099.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88867551,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88867551.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88864404,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88864404.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89034898,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89034898.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88882907,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88882907.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88677288,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88677288.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88895796,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88895796.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88687910,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88687910.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89091874,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89091874.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88672511,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88672511.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88875262,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88875262.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89057712,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89057712.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89028970,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89028970.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88890263,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88890263.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89053213,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89053213.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88701166,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88701166.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89042681,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89042681.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88881059,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88881059.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88884719,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88884719.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89052707,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89052707.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88968175,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88968175.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88673228,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88673228.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89044153,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89044153.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89036329,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89036329.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88699758,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88699758.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88673910,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88673910.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88674369,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88674369.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88681386,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88681386.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88707123,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88707123.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89048167,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89048167.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89097020,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89097020.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88700218,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88700218.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88683250,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88683250.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88697356,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88697356.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89056207,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89056207.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89040853,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89040853.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
89032280,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/89032280.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88954349,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88954349.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88680446,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88680446.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88789102,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88789102.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88871646,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88871646.json,James Cox & Henry Chao,1,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
88877842,/Users/nickzwart/Desktop/PTCG-AI-Challenge/James Cox & Henry Chao/88877842.json,James Cox & Henry Chao,0,1,mixed,0.6,0,Ogerpon,James Cox & Henry Chao
