episode,path,player,side,won,opp_deck,player_winrate,player_games,my_deck,src
88315844,/Users/nickzwart/Desktop/Dries Tufa Labs/88315844.json,Dries @ Tufa Labs,0,1,other,0.637,1202,Grimmsnarl,Dries Tufa Labs
88315859,/Users/nickzwart/Desktop/Dries Tufa Labs/88315859.json,Dries @ Tufa Labs,1,0,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88316365,/Users/nickzwart/Desktop/Dries Tufa Labs/88316365.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88316874,/Users/nickzwart/Desktop/Dries Tufa Labs/88316874.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88317393,/Users/nickzwart/Desktop/Dries Tufa Labs/88317393.json,Dries @ Tufa Labs,1,1,Dragapult,0.637,1202,Grimmsnarl,Dries Tufa Labs
88317910,/Users/nickzwart/Desktop/Dries Tufa Labs/88317910.json,Dries @ Tufa Labs,0,0,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88318423,/Users/nickzwart/Desktop/Dries Tufa Labs/88318423.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88318941,/Users/nickzwart/Desktop/Dries Tufa Labs/88318941.json,Dries @ Tufa Labs,1,0,other,0.637,1202,Grimmsnarl,Dries Tufa Labs
88319467,/Users/nickzwart/Desktop/Dries Tufa Labs/88319467.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88319960,/Users/nickzwart/Desktop/Dries Tufa Labs/88319960.json,Dries @ Tufa Labs,0,0,Dragapult,0.637,1202,Grimmsnarl,Dries Tufa Labs
88319973,/Users/nickzwart/Desktop/Dries Tufa Labs/88319973.json,Dries @ Tufa Labs,0,0,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88320492,/Users/nickzwart/Desktop/Dries Tufa Labs/88320492.json,Dries @ Tufa Labs,1,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88320538,/Users/nickzwart/Desktop/Dries Tufa Labs/88320538.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88321002,/Users/nickzwart/Desktop/Dries Tufa Labs/88321002.json,Dries @ Tufa Labs,0,1,Archaludon,0.637,1202,Grimmsnarl,Dries Tufa Labs
88321530,/Users/nickzwart/Desktop/Dries Tufa Labs/88321530.json,Dries @ Tufa Labs,0,1,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88322049,/Users/nickzwart/Desktop/Dries Tufa Labs/88322049.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88322098,/Users/nickzwart/Desktop/Dries Tufa Labs/88322098.json,Dries @ Tufa Labs,0,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88322621,/Users/nickzwart/Desktop/Dries Tufa Labs/88322621.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88322631,/Users/nickzwart/Desktop/Dries Tufa Labs/88322631.json,Dries @ Tufa Labs,1,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88323126,/Users/nickzwart/Desktop/Dries Tufa Labs/88323126.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88323142,/Users/nickzwart/Desktop/Dries Tufa Labs/88323142.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88323144,/Users/nickzwart/Desktop/Dries Tufa Labs/88323144.json,Dries @ Tufa Labs,1,0,other,0.637,1202,Grimmsnarl,Dries Tufa Labs
88323660,/Users/nickzwart/Desktop/Dries Tufa Labs/88323660.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88324179,/Users/nickzwart/Desktop/Dries Tufa Labs/88324179.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88324699,/Users/nickzwart/Desktop/Dries Tufa Labs/88324699.json,Dries @ Tufa Labs,1,1,Dragapult,0.637,1202,Grimmsnarl,Dries Tufa Labs
88324710,/Users/nickzwart/Desktop/Dries Tufa Labs/88324710.json,Dries @ Tufa Labs,0,0,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88324713,/Users/nickzwart/Desktop/Dries Tufa Labs/88324713.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88325214,/Users/nickzwart/Desktop/Dries Tufa Labs/88325214.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88325741,/Users/nickzwart/Desktop/Dries Tufa Labs/88325741.json,Dries @ Tufa Labs,0,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88326260,/Users/nickzwart/Desktop/Dries Tufa Labs/88326260.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88326277,/Users/nickzwart/Desktop/Dries Tufa Labs/88326277.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88326290,/Users/nickzwart/Desktop/Dries Tufa Labs/88326290.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88326770,/Users/nickzwart/Desktop/Dries Tufa Labs/88326770.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88327281,/Users/nickzwart/Desktop/Dries Tufa Labs/88327281.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88327336,/Users/nickzwart/Desktop/Dries Tufa Labs/88327336.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88327792,/Users/nickzwart/Desktop/Dries Tufa Labs/88327792.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88328317,/Users/nickzwart/Desktop/Dries Tufa Labs/88328317.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88328848,/Users/nickzwart/Desktop/Dries Tufa Labs/88328848.json,Dries @ Tufa Labs,1,1,Dragapult,0.637,1202,Grimmsnarl,Dries Tufa Labs
88329393,/Users/nickzwart/Desktop/Dries Tufa Labs/88329393.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88329907,/Users/nickzwart/Desktop/Dries Tufa Labs/88329907.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88330443,/Users/nickzwart/Desktop/Dries Tufa Labs/88330443.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88330966,/Users/nickzwart/Desktop/Dries Tufa Labs/88330966.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88331486,/Users/nickzwart/Desktop/Dries Tufa Labs/88331486.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88331998,/Users/nickzwart/Desktop/Dries Tufa Labs/88331998.json,Dries @ Tufa Labs,1,0,M-Kangaskhan,0.637,1202,Grimmsnarl,Dries Tufa Labs
88332011,/Users/nickzwart/Desktop/Dries Tufa Labs/88332011.json,Dries @ Tufa Labs,0,0,M-Kangaskhan,0.637,1202,Grimmsnarl,Dries Tufa Labs
88332016,/Users/nickzwart/Desktop/Dries Tufa Labs/88332016.json,Dries @ Tufa Labs,1,1,other,0.637,1202,Grimmsnarl,Dries Tufa Labs
88332522,/Users/nickzwart/Desktop/Dries Tufa Labs/88332522.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88333037,/Users/nickzwart/Desktop/Dries Tufa Labs/88333037.json,Dries @ Tufa Labs,1,0,Dragapult,0.637,1202,Grimmsnarl,Dries Tufa Labs
88333040,/Users/nickzwart/Desktop/Dries Tufa Labs/88333040.json,Dries @ Tufa Labs,0,0,M-Kangaskhan,0.637,1202,Grimmsnarl,Dries Tufa Labs
88333559,/Users/nickzwart/Desktop/Dries Tufa Labs/88333559.json,Dries @ Tufa Labs,0,1,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88333574,/Users/nickzwart/Desktop/Dries Tufa Labs/88333574.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88334081,/Users/nickzwart/Desktop/Dries Tufa Labs/88334081.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88334090,/Users/nickzwart/Desktop/Dries Tufa Labs/88334090.json,Dries @ Tufa Labs,1,0,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88334612,/Users/nickzwart/Desktop/Dries Tufa Labs/88334612.json,Dries @ Tufa Labs,0,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88335140,/Users/nickzwart/Desktop/Dries Tufa Labs/88335140.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88335148,/Users/nickzwart/Desktop/Dries Tufa Labs/88335148.json,Dries @ Tufa Labs,0,0,Cynthia-Garchomp,0.637,1202,Grimmsnarl,Dries Tufa Labs
88335654,/Users/nickzwart/Desktop/Dries Tufa Labs/88335654.json,Dries @ Tufa Labs,0,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88336172,/Users/nickzwart/Desktop/Dries Tufa Labs/88336172.json,Dries @ Tufa Labs,0,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88336175,/Users/nickzwart/Desktop/Dries Tufa Labs/88336175.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88336704,/Users/nickzwart/Desktop/Dries Tufa Labs/88336704.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88337227,/Users/nickzwart/Desktop/Dries Tufa Labs/88337227.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88337745,/Users/nickzwart/Desktop/Dries Tufa Labs/88337745.json,Dries @ Tufa Labs,0,1,other,0.637,1202,Grimmsnarl,Dries Tufa Labs
88337797,/Users/nickzwart/Desktop/Dries Tufa Labs/88337797.json,Dries @ Tufa Labs,0,1,Alakazam,0.637,1202,Grimmsnarl,Dries Tufa Labs
88338290,/Users/nickzwart/Desktop/Dries Tufa Labs/88338290.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88338804,/Users/nickzwart/Desktop/Dries Tufa Labs/88338804.json,Dries @ Tufa Labs,0,1,M-Kangaskhan,0.637,1202,Grimmsnarl,Dries Tufa Labs
88338805,/Users/nickzwart/Desktop/Dries Tufa Labs/88338805.json,Dries @ Tufa Labs,1,0,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
88339326,/Users/nickzwart/Desktop/Dries Tufa Labs/88339326.json,Dries @ Tufa Labs,1,1,Grimmsnarl,0.637,1202,Grimmsnarl,Dries Tufa Labs
